sex,afqt,arith,word,parag,math
male,188,42,46,56,48
female,184,39,55,50,41
female,187,32,57,53,43
female,186,39,55,47,43
male,188,46,50,41,48
male,184,36,51,53,48
male,186,45,48,53,43
male,183,39,52,50,44
male,187,49,48,38,48
female,187,47,43,47,52
female,184,46,50,56,38
male,185,45,52,47,40
male,186,49,47,50,43
female,187,50,48,44,43
male,186,46,50,44,46
male,185,40,51,41,51
female,186,36,54,50,46
female,185,39,51,50,46
female,188,46,44,53,48
female,186,40,51,47,48
male,185,36,59,47,41
female,183,38,59,41,41
male,188,43,57,47,37
male,187,39,59,44,40
male,185,51,44,56,40
male,186,38,54,44,48
male,186,47,51,47,41
male,188,45,50,41,49
female,186,39,52,53,43
male,186,47,54,50,35
male,185,42,50,53,43
female,184,43,54,53,37
male,186,45,52,47,41
female,184,42,54,53,38
female,188,47,42,53,51
male,184,39,55,50,41
male,184,43,55,44,41
male,189,55,42,47,46
male,183,42,51,53,41
male,186,43,54,44,43
male,188,42,51,44,48
male,186,47,46,47,49
female,187,43,46,56,46
female,186,39,48,53,49
male,184,42,52,56,38
male,189,47,44,35,58
female,185,39,59,47,38
female,187,36,51,62,43
female,186,38,51,56,44
female,187,45,47,53,44
female,186,42,51,50,44
female,185,46,47,56,41
female,185,39,50,53,46
male,188,49,51,44,41
male,186,50,51,47,38
female,184,46,52,50,38
male,186,45,54,41,43
female,188,45,47,47,49
male,185,49,51,47,38
male,185,45,48,47,46
female,183,39,54,47,44
male,185,42,51,50,43
female,185,38,55,50,43
male,187,47,55,41,40
male,185,40,51,59,41
male,189,53,47,38,48
male,187,46,47,44,51
female,187,46,47,44,51
male,189,51,46,50,44
male,189,59,39,50,46
female,187,45,51,47,44
female,189,47,44,53,48
female,187,34,57,56,41
male,187,39,51,56,44
female,187,45,54,41,44
female,187,45,50,50,44
male,187,43,51,56,40
male,187,49,47,50,44
male,185,39,50,56,46
female,191,54,38,56,49
female,187,43,46,59,46
male,189,49,48,44,46
male,187,46,54,41,43
male,191,59,42,47,44
female,189,47,50,47,44
female,187,43,50,53,44
female,185,42,48,59,43
female,187,51,44,50,46
female,189,53,46,41,48
male,187,42,51,56,41
female,189,42,48,50,49
male,187,43,48,53,46
male,187,49,42,56,48
female,185,39,54,47,46
female,189,53,43,50,46
male,187,45,50,59,38
female,187,46,54,44,41
female,185,47,52,50,38
female,187,46,51,56,37
female,189,50,47,41,49
female,187,36,57,50,43
female,187,38,52,47,49
female,189,49,46,50,46
female,187,42,51,56,41
female,187,46,54,44,41
male,187,45,52,53,38
female,187,43,44,50,54
male,185,47,48,59,38
female,187,46,47,56,43
female,189,38,57,47,43
female,187,40,48,53,49
female,189,50,41,47,55
male,189,46,47,47,49
male,189,47,44,59,44
male,187,50,52,53,33
male,187,39,51,56,44
male,189,47,46,50,48
male,187,43,54,50,40
female,187,49,43,53,48
male,189,49,39,56,52
male,189,45,46,56,46
male,187,42,56,53,37
female,191,46,43,44,57
female,189,43,48,44,52
female,189,50,51,44,41
male,187,45,52,44,44
male,187,50,47,50,43
female,187,45,46,53,48
male,187,38,57,50,41
female,187,38,51,50,49
male,187,46,52,44,43
female,189,53,52,41,38
male,185,47,50,56,38
male,187,47,44,56,46
female,191,51,39,41,60
male,189,51,52,41,40
female,187,43,51,50,44
male,189,57,41,47,48
male,187,42,57,56,33
female,189,45,46,56,46
female,187,45,46,59,44
female,187,40,51,47,49
male,189,45,54,38,46
male,187,42,46,53,51
female,187,31,52,53,52
male,185,43,55,50,38
female,187,39,55,47,44
male,187,40,52,53,43
female,189,39,56,56,38
male,189,43,54,56,38
male,189,40,56,56,37
male,187,45,46,53,48
female,189,40,54,56,41
male,187,42,46,47,55
female,187,46,52,53,37
female,189,55,39,59,44
male,189,51,44,53,44
female,190,49,48,50,43
female,188,39,50,53,49
male,188,46,48,53,44
female,190,45,43,50,55
female,190,49,46,56,43
female,188,43,48,47,51
female,188,42,48,47,52
female,186,42,56,41,44
male,190,43,51,44,49
male,188,49,46,47,49
male,188,42,55,56,38
female,188,46,44,50,52
female,188,47,52,53,37
female,188,50,50,50,40
female,188,46,50,50,44
female,188,40,55,56,40
male,188,47,50,50,43
female,188,42,47,56,48
female,188,50,43,53,48
female,190,43,46,56,49
female,190,45,51,62,37
male,186,42,50,56,44
male,186,46,50,56,40
male,190,46,51,44,46
male,190,51,41,56,49
female,186,39,52,56,43
male,188,43,54,50,41
female,188,47,47,56,43
female,188,42,56,53,38
female,188,40,52,53,44
female,188,42,52,44,48
female,186,43,50,56,43
male,188,46,48,47,48
male,186,40,54,47,46
female,190,46,48,50,46
male,188,42,52,44,48
female,188,50,44,50,48
female,190,45,44,53,51
male,188,42,48,53,48
female,188,50,48,47,44
female,188,50,46,47,48
female,188,45,47,59,43
male,190,38,56,50,44
male,188,45,54,44,43
female,190,47,43,47,55
male,190,57,47,41,43
male,188,45,50,53,43
female,186,42,51,53,44
female,188,42,50,50,48
male,188,53,47,50,41
female,186,45,48,59,41
female,188,50,46,59,40
male,190,46,52,41,46
female,188,46,48,47,48
male,188,46,46,47,52
female,190,50,48,44,46
male,190,54,39,56,48
female,190,53,41,41,57
male,188,46,47,44,52
female,186,43,50,56,43
female,188,50,46,47,48
female,188,39,50,50,51
female,186,46,50,56,40
female,188,40,55,47,44
male,188,49,43,53,49
male,190,51,44,44,51
male,188,43,47,50,51
female,188,49,46,47,49
female,188,46,44,56,48
female,188,54,43,53,44
female,188,40,48,56,48
male,188,42,51,50,46
male,190,46,48,50,46
male,188,39,60,56,33
female,190,42,52,59,40
male,188,39,51,50,49
male,188,42,48,53,48
male,190,54,47,38,48
male,188,50,54,35,44
male,192,53,41,50,51
female,188,46,51,41,48
male,188,58,50,38,40
female,186,39,54,53,43
female,190,54,34,50,60
male,186,43,51,53,43
male,190,54,41,56,46
female,188,43,52,53,41
male,188,38,52,53,46
male,190,46,46,44,54
male,188,50,46,47,48
female,188,49,47,56,41
female,188,46,54,50,38
female,190,49,50,47,43
female,190,46,44,59,46
male,190,46,52,41,46
male,188,50,46,53,44
male,188,45,48,47,49
male,188,46,48,53,44
female,188,47,52,53,37
male,188,50,48,47,44
male,188,46,54,41,44
male,188,42,55,56,38
male,188,46,51,41,48
male,188,49,48,53,41
male,188,42,56,53,38
female,186,38,51,53,48
male,190,57,39,50,49
female,186,47,52,56,35
female,188,50,44,50,48
female,188,50,48,47,44
male,188,62,37,38,54
female,190,47,56,50,35
male,189,43,48,47,52
female,187,46,52,50,41
female,189,45,46,59,46
female,189,34,50,59,51
female,191,50,50,47,43
male,189,45,48,56,44
female,191,42,54,56,41
female,191,45,55,53,38
male,187,49,52,50,38
male,189,47,52,53,38
female,191,50,47,53,43
female,191,40,55,53,43
male,191,51,48,35,52
female,189,51,43,53,48
male,189,45,52,47,44
female,187,39,54,53,44
female,187,42,52,56,41
female,191,39,54,56,44
female,191,47,48,50,46
female,189,45,51,56,40
female,191,51,46,50,46
female,191,42,44,59,51
female,187,38,52,50,49
female,189,47,50,59,38
male,189,43,54,41,48
female,191,42,48,50,51
female,189,47,44,50,52
male,189,51,47,50,44
female,187,43,54,53,40
male,189,50,50,50,41
female,191,45,46,56,48
female,189,45,50,53,44
male,189,47,48,53,44
male,191,40,54,56,43
male,189,50,41,59,49
male,189,53,43,53,46
male,189,42,52,53,43
female,191,43,43,56,54
male,189,55,46,53,40
male,191,43,48,44,54
female,191,54,42,50,49
male,189,36,51,56,49
male,187,39,54,53,44
female,191,49,41,53,54
male,191,49,43,50,52
female,187,43,50,56,44
male,187,46,56,41,41
male,189,40,48,53,51
male,191,50,48,50,43
female,189,47,48,53,44
male,191,53,48,44,44
male,189,50,52,44,41
male,189,47,50,50,44
male,189,49,48,47,46
female,189,36,54,50,49
male,191,42,59,50,37
female,189,50,51,47,41
male,189,46,50,53,43
male,189,51,46,53,44
male,189,49,43,59,46
male,189,51,47,50,44
female,189,43,54,59,38
male,189,46,48,47,49
female,191,42,54,56,41
female,191,47,44,47,54
male,191,49,46,41,54
male,191,51,42,59,46
male,187,43,55,50,40
female,189,42,50,59,43
female,189,51,48,47,44
female,189,51,43,53,48
female,191,51,39,56,52
female,189,49,44,56,46
male,189,47,50,44,48
male,189,49,54,44,40
female,189,42,54,50,43
female,189,45,51,56,40
male,187,43,55,50,40
male,189,43,48,56,46
male,189,47,47,50,48
female,191,45,52,41,48
male,189,42,48,53,49
female,187,40,54,53,43
female,187,42,54,53,41
male,191,39,55,53,44
male,187,47,52,50,40
female,191,50,44,47,51
female,189,51,44,50,48
male,187,45,51,59,38
male,191,47,48,50,46
male,191,51,46,50,46
male,191,50,48,50,43
female,189,43,50,53,46
male,190,42,54,50,44
female,192,58,38,47,54
female,192,47,46,50,51
male,190,49,47,56,43
female,192,39,56,56,41
female,192,47,43,56,51
male,192,46,44,59,48
female,190,38,55,62,40
male,192,40,47,53,54
female,192,50,39,59,52
female,190,45,47,44,55
female,190,43,52,44,49
male,188,40,51,53,48
female,192,46,44,59,48
female,190,47,47,50,49
female,190,46,50,50,46
male,190,45,43,53,55
male,190,49,48,53,43
male,188,45,51,53,43
female,190,39,54,59,43
female,192,49,47,47,49
male,192,39,56,56,41
male,190,47,50,53,43
female,188,50,52,50,38
female,190,51,48,53,41
female,188,42,52,50,46
female,190,42,54,50,44
female,190,45,44,50,55
male,188,47,57,38,41
female,190,46,50,50,46
male,192,38,52,59,46
male,190,46,54,41,46
female,190,49,48,56,41
female,188,40,52,50,48
male,188,40,55,50,44
female,190,45,44,50,55
male,192,51,52,41,43
female,190,43,41,59,57
male,192,40,46,56,54
male,190,59,42,56,41
female,192,50,44,59,44
female,190,50,44,56,46
male,188,45,55,44,43
female,192,49,44,53,49
female,188,43,54,53,41
female,190,46,54,50,40
male,190,47,54,44,43
female,190,47,55,41,43
male,190,49,48,53,43
female,190,42,50,53,48
male,190,47,54,44,43
female,190,50,46,53,46
female,188,43,55,50,41
female,190,46,51,47,46
female,192,47,54,56,37
female,188,42,50,56,46
female,192,42,46,56,52
female,192,54,48,50,40
female,190,43,48,53,49
male,188,42,48,59,46
female,190,46,50,50,46
male,192,50,42,53,52
female,190,38,48,53,54
female,188,38,54,53,46
female,192,39,56,56,41
female,192,53,43,50,49
female,192,38,54,56,46
female,192,53,39,56,51
male,192,50,46,50,48
male,190,54,44,50,46
male,190,49,48,56,41
female,190,53,55,32,43
male,192,50,50,47,44
female,192,40,55,53,44
female,188,39,50,56,49
male,192,50,48,50,44
female,192,47,46,50,51
female,190,53,47,50,43
male,192,53,48,50,41
female,192,46,48,44,52
female,190,42,54,59,40
female,190,46,51,47,46
female,192,53,37,56,55
female,190,47,48,56,43
female,192,51,43,50,51
female,190,38,50,53,52
male,190,46,51,50,44
female,192,47,59,44,37
female,190,40,54,50,46
female,188,42,54,47,46
female,190,50,48,47,46
female,192,46,50,47,48
male,192,38,57,59,38
male,190,54,52,32,46
male,190,30,57,56,48
male,192,42,54,62,38
male,190,47,47,59,43
male,190,49,54,41,43
male,188,42,56,41,46
female,188,38,51,59,46
female,192,38,59,56,38
female,188,47,51,53,41
male,192,39,59,50,41
female,192,34,56,56,46
female,192,43,55,53,41
male,192,40,55,53,44
male,190,59,50,38,41
male,193,47,47,53,48
male,191,53,50,53,38
female,189,45,51,53,44
female,191,42,51,47,51
female,191,43,52,53,44
male,191,49,47,50,48
female,193,42,54,56,43
female,191,45,48,56,46
female,189,45,51,53,44
male,191,46,55,47,41
female,193,51,47,47,48
female,189,42,54,53,43
female,193,54,39,50,55
female,191,45,51,50,46
female,189,46,51,53,43
male,191,47,50,38,54
female,191,45,46,53,52
female,193,43,56,56,38
male,193,46,52,41,49
female,195,53,44,41,54
male,189,46,52,50,43
male,191,49,52,44,44
male,191,43,52,47,48
female,191,45,48,56,46
female,193,50,46,50,49
female,191,46,54,50,41
male,189,49,51,53,40
female,193,47,54,56,38
male,193,57,43,47,48
male,191,50,56,53,33
male,193,51,48,50,44
male,191,47,54,50,40
male,193,51,47,53,44
female,191,49,47,56,44
female,191,46,52,53,41
female,191,50,51,47,43
female,189,42,54,53,43
male,191,42,55,56,41
male,193,54,52,29,49
male,193,50,42,50,55
female,191,47,54,44,44
female,195,50,46,38,57
male,191,50,50,53,41
female,193,36,57,59,41
male,193,47,50,47,48
male,191,47,50,50,46
male,191,47,50,50,46
female,191,43,54,50,44
male,189,45,50,56,44
male,191,53,47,50,44
female,191,47,46,47,54
male,191,42,50,50,51
female,189,42,52,56,43
female,191,39,52,53,48
male,189,42,52,56,43
female,191,42,51,50,49
female,191,49,52,44,44
female,193,40,46,56,55
female,189,45,52,50,44
female,189,43,54,47,46
male,189,43,51,53,46
female,193,43,57,53,38
female,191,42,55,56,41
male,189,45,54,47,44
male,189,47,52,56,38
male,193,47,46,50,52
female,193,40,56,56,41
male,191,50,44,50,51
female,193,45,43,56,54
male,191,54,50,44,43
male,193,55,47,47,44
male,193,54,43,47,51
female,189,39,55,50,46
female,189,45,52,50,44
female,191,36,60,50,43
female,191,42,48,47,55
male,191,49,47,50,48
male,191,39,56,53,44
male,193,51,38,53,58
male,193,51,48,50,44
female,193,50,44,53,49
male,191,38,55,62,41
male,193,46,52,41,49
male,191,43,59,47,40
male,191,47,48,56,44
male,193,47,47,53,48
male,189,43,51,53,46
female,191,45,56,53,38
female,191,45,50,53,46
male,191,46,55,47,41
female,193,49,48,50,46
female,191,43,52,47,48
male,193,55,42,53,48
male,191,42,56,53,41
female,191,45,52,47,46
male,194,50,50,47,46
male,194,45,56,50,41
male,192,49,46,53,49
female,190,46,52,56,40
female,194,51,46,50,49
female,190,40,52,56,46
male,194,42,59,44,44
female,192,43,55,56,41
male,194,46,56,50,40
male,190,46,52,56,40
female,190,46,48,59,44
male,192,46,44,56,52
female,192,45,52,53,43
female,194,54,44,53,46
female,192,42,52,53,46
female,192,53,51,47,41
female,192,51,52,47,41
female,190,42,54,53,44
male,190,42,54,47,48
male,194,50,46,56,46
male,192,54,51,47,40
male,194,45,56,56,37
female,190,42,48,59,48
male,192,46,51,41,52
male,192,54,48,47,44
female,192,40,57,50,44
male,192,54,48,47,44
male,194,51,46,50,49
male,192,51,50,38,51
female,190,47,52,50,43
male,192,54,47,44,48
female,190,45,51,59,41
female,194,50,43,50,54
female,192,46,47,50,52
female,190,38,54,53,48
female,192,51,50,53,41
male,194,46,54,56,40
female,192,46,51,50,46
male,194,51,48,44,49
male,194,50,48,50,46
male,194,54,48,44,46
male,194,45,55,53,41
female,190,50,50,56,40
male,194,45,54,56,41
female,192,45,55,47,43
male,192,53,47,56,41
male,190,46,51,53,44
male,196,57,42,47,51
male,192,46,54,41,48
male,192,51,50,50,43
female,192,43,51,50,49
female,194,42,47,53,54
male,194,35,56,50,51
male,192,47,51,41,51
female,190,46,52,50,44
female,192,45,44,50,57
female,192,47,54,50,41
female,194,49,41,56,55
female,194,42,54,38,54
male,190,40,51,59,46
female,192,40,51,56,48
female,192,49,50,53,43
female,192,49,51,50,43
female,192,42,48,53,52
female,192,40,51,47,54
female,192,43,56,53,41
female,194,42,54,56,44
male,190,49,54,53,37
female,194,46,55,53,40
female,190,46,51,53,44
female,192,45,43,53,57
female,194,45,51,44,51
male,190,40,56,47,46
male,194,57,47,38,49
male,192,42,52,53,46
female,194,46,47,47,54
female,192,40,55,56,44
female,192,47,55,47,41
male,192,53,47,44,49
male,194,45,51,44,51
female,192,46,51,50,46
male,192,54,44,50,48
female,190,42,48,59,48
female,194,50,46,44,54
male,192,54,50,44,44
female,192,34,57,56,46
female,190,42,51,59,44
male,190,46,52,50,44
male,192,42,54,50,46
female,194,42,57,53,40
male,192,46,51,50,46
male,192,45,56,44,43
male,194,35,60,53,43
male,192,43,50,50,51
female,192,42,57,56,38
male,192,58,46,47,44
female,194,45,59,44,41
male,192,49,48,47,49
female,190,47,52,50,43
female,192,39,55,47,49
male,192,51,50,50,43
male,194,39,55,59,43
female,194,43,61,53,35
female,194,42,56,53,44
female,193,47,52,47,46
male,193,46,48,53,49
female,193,45,48,47,54
female,195,59,41,47,52
female,193,46,52,53,43
male,194,47,51,47,49
female,195,47,51,62,40
female,193,45,52,53,44
female,197,51,37,53,62
male,195,59,41,47,52
male,192,49,52,50,43
female,191,40,52,50,51
female,193,45,50,44,54
male,194,45,47,56,51
female,192,43,50,56,49
male,195,55,48,44,46
female,195,45,56,56,38
male,194,57,43,59,43
male,192,46,54,47,46
male,196,47,51,44,51
male,194,47,50,50,49
female,194,45,55,56,41
male,191,43,54,47,48
male,195,46,48,50,51
male,194,53,48,53,43
male,194,50,47,44,54
male,191,47,52,50,44
female,195,49,44,59,48
female,193,46,51,56,43
male,196,55,47,41,51
male,195,58,42,50,49
female,191,43,52,56,44
male,195,49,54,56,38
male,193,50,48,56,43
male,193,42,56,53,43
male,194,45,56,53,41
female,193,47,50,50,48
male,193,55,44,50,48
male,193,51,42,56,52
male,193,51,44,56,48
male,193,45,54,44,48
female,195,47,42,59,54
female,195,49,55,53,38
female,192,46,50,56,46
female,193,46,50,59,43
female,191,40,52,50,51
female,194,47,48,53,49
female,196,50,50,47,48
male,195,53,50,47,44
male,193,43,57,56,38
male,195,57,47,47,44
male,196,59,43,56,43
male,194,50,51,50,44
male,196,45,54,56,43
female,194,40,60,56,38
male,195,43,55,59,40
female,196,47,50,47,51
male,191,39,56,47,48
male,195,53,47,53,44
male,196,47,60,53,33
male,194,51,48,47,49
female,195,49,54,56,38
male,195,51,48,50,46
female,194,46,46,53,54
female,193,45,59,47,40
female,191,43,55,50,44
male,192,49,55,44,43
male,196,40,56,56,44
male,193,47,54,41,48
male,197,61,43,38,52
male,193,47,50,44,52
female,196,49,50,47,49
female,196,42,57,59,38
female,192,40,52,56,48
female,195,46,47,53,51
female,194,42,57,56,40
male,194,39,56,38,55
male,192,50,52,56,38
male,194,51,46,53,49
male,196,50,48,50,48
male,195,47,44,53,54
female,196,46,57,53,38
female,194,50,50,53,44
male,196,45,54,56,43
male,195,43,56,50,44
male,192,49,52,50,43
male,196,57,44,47,49
female,194,42,56,44,48
male,192,39,52,56,49
male,193,45,56,44,44
male,195,43,59,50,40
male,196,54,44,44,54
female,193,49,43,53,54
female,191,47,50,56,44
male,195,49,48,50,48
female,193,43,52,53,46
male,194,53,47,44,51
female,191,39,54,53,48
male,193,50,54,44,43
female,193,46,50,50,49
female,194,54,48,47,46
female,191,45,50,56,46
female,193,49,46,47,54
female,195,46,48,50,51
male,196,59,46,50,43
female,194,43,48,56,51
female,193,50,50,53,43
male,194,43,57,35,51
female,193,46,51,47,49
female,192,40,54,53,48
female,195,38,57,47,49
male,192,42,52,56,46
female,193,47,51,50,46
female,195,42,50,47,55
female,194,45,56,53,41
male,194,51,47,50,49
male,193,43,54,41,52
male,194,50,51,56,40
male,193,47,47,59,46
male,194,53,50,53,41
male,194,42,55,56,44
male,195,39,54,56,48
male,195,53,46,44,52
male,196,54,44,44,54
female,195,50,44,53,51
female,191,51,50,56,40
male,195,57,43,41,54
male,195,61,39,44,54
female,191,42,50,56,49
male,195,49,47,53,48
female,194,43,57,50,43
male,195,51,43,41,60
female,195,53,42,53,52
male,194,51,48,47,49
male,194,42,59,47,44
male,191,43,52,50,48
male,196,47,48,50,51
male,195,58,42,38,57
female,191,50,52,50,41
male,197,55,39,47,58
male,193,47,50,50,48
male,193,47,52,47,46
female,194,50,52,47,44
male,196,46,54,38,52
male,196,50,50,47,48
male,196,50,41,62,52
male,195,51,52,41,46
female,193,43,47,56,52
female,192,42,57,44,46
female,194,40,60,56,38
male,193,55,46,53,44
male,193,46,46,47,57
male,194,53,52,53,37
male,192,49,50,56,43
female,195,40,57,53,43
female,196,51,42,50,57
male,194,57,46,53,43
male,194,47,50,50,49
female,195,58,50,41,43
female,193,38,59,53,43
male,193,51,44,50,52
female,196,42,55,53,46
male,191,47,52,50,44
female,193,40,55,47,49
female,194,50,50,53,44
male,195,42,55,59,41
male,194,42,59,47,44
female,196,53,48,44,49
male,191,42,54,47,49
male,193,47,48,56,46
male,195,53,52,35,48
male,193,49,51,50,44
female,192,53,54,53,35
female,194,42,56,53,44
male,194,50,51,56,40
male,194,49,57,50,37
female,193,45,56,53,40
male,196,49,50,47,49
male,193,42,54,44,51
male,194,46,55,41,48
male,193,46,54,50,43
female,196,43,55,59,41
female,193,51,47,56,44
female,194,42,56,53,44
female,193,47,50,53,46
female,191,47,52,50,44
female,193,40,56,59,41
male,193,49,47,59,44
female,194,42,51,56,48
male,193,45,52,47,48
female,192,47,54,53,41
female,191,43,52,50,48
male,194,42,54,50,48
female,193,47,51,50,46
female,195,53,38,53,58
male,194,46,46,47,58
female,195,40,57,53,43
female,196,38,56,56,46
male,194,47,54,41,49
female,195,47,48,56,48
male,193,49,55,50,40
male,195,46,54,44,49
female,197,46,56,50,43
male,197,57,46,50,46
male,197,51,47,53,48
female,193,51,54,53,38
female,195,40,47,59,55
male,195,43,54,50,48
male,193,49,54,53,40
male,193,45,50,56,48
female,197,43,59,56,38
female,195,47,51,50,48
female,193,47,50,56,46
male,197,51,50,47,48
male,195,54,48,56,41
male,195,49,50,50,48
female,195,45,52,53,46
male,195,46,51,50,49
female,195,46,48,56,49
male,197,50,50,47,49
male,197,55,44,47,52
male,193,45,50,56,48
male,197,39,59,62,38
male,195,47,54,59,40
male,193,40,51,59,49
female,195,50,46,53,51
male,193,45,54,53,44
female,197,40,54,56,49
female,197,40,57,59,41
female,197,42,60,47,43
female,195,42,51,56,49
female,195,54,47,44,51
female,195,50,50,44,51
female,197,47,50,47,52
male,197,43,57,59,38
female,197,51,44,53,52
female,195,45,47,56,52
female,197,46,51,62,43
female,193,50,51,53,43
male,195,49,46,59,48
female,193,51,52,56,38
male,195,47,50,53,48
male,197,46,52,59,43
female,193,47,52,50,46
male,195,57,43,53,48
female,195,47,54,50,44
female,197,42,50,47,57
male,195,49,50,53,46
male,195,43,48,56,52
male,195,49,50,53,46
male,195,53,48,47,48
male,195,54,48,53,43
female,193,47,55,44,46
female,195,43,47,59,52
male,199,62,37,47,57
male,193,47,51,53,46
male,195,45,46,47,60
male,195,47,50,53,48
female,197,50,47,41,57
male,193,49,52,50,44
female,195,47,50,53,48
female,195,49,47,50,52
female,193,49,56,47,40
male,195,53,43,53,52
female,193,46,52,56,43
female,195,40,56,44,51
female,195,46,48,53,51
female,195,53,42,56,52
female,197,42,59,50,43
female,193,46,55,50,43
female,195,42,52,53,49
male,197,46,57,47,43
female,195,43,48,56,52
male,197,50,46,44,57
male,193,50,55,44,43
male,197,51,47,53,48
male,193,50,51,53,43
male,197,39,56,56,46
female,195,39,56,53,48
male,193,43,52,56,46
male,197,51,47,53,48
female,195,47,55,56,40
male,195,45,50,50,52
male,195,49,47,50,52
female,197,45,55,53,44
female,193,49,52,50,44
male,193,47,54,47,46
male,195,53,46,53,48
male,197,46,55,53,43
male,195,51,51,47,46
male,195,50,46,53,51
male,195,51,50,53,44
male,197,45,55,53,44
male,195,53,48,41,52
male,195,46,51,50,49
female,197,43,52,59,46
male,197,45,48,50,54
female,197,45,54,56,44
male,195,49,52,44,48
female,195,49,48,56,46
female,195,53,47,50,48
male,197,45,50,47,54
male,199,50,43,38,65
female,195,51,50,53,44
female,197,49,46,50,54
male,195,47,48,56,48
female,195,53,50,50,44
female,195,42,59,59,37
male,195,46,56,53,41
female,196,46,54,50,46
female,194,45,50,56,49
female,194,50,50,56,44
female,198,51,46,56,49
male,198,47,55,53,43
female,196,40,57,50,48
male,196,45,46,53,57
female,198,46,56,56,40
male,194,42,59,41,48
female,196,42,57,50,46
female,196,43,52,53,49
male,198,54,47,53,46
female,196,43,51,56,49
male,196,34,61,53,46
female,198,38,60,53,44
female,198,46,43,62,54
male,198,58,46,50,46
female,196,62,43,53,44
male,196,50,48,56,46
male,196,58,50,44,44
female,198,54,44,59,46
female,194,50,48,59,44
male,196,47,52,38,55
female,196,47,57,50,41
female,196,46,57,56,38
female,198,46,44,53,58
female,196,50,52,44,48
female,198,45,57,53,41
female,194,49,55,50,41
male,194,46,55,50,44
male,196,51,46,53,51
male,196,51,48,47,51
female,198,58,34,56,60
male,196,54,51,47,44
female,196,54,50,50,44
male,198,53,46,50,51
male,194,42,55,50,48
male,196,46,51,56,46
female,196,51,52,38,51
female,196,49,54,50,43
male,196,53,50,53,43
female,198,49,54,56,41
male,194,51,51,53,43
female,196,47,52,47,49
female,194,51,48,59,43
male,196,42,57,50,46
female,196,46,54,41,52
male,196,49,54,50,43
female,196,53,47,50,49
male,196,49,55,47,43
female,200,55,39,53,57
male,194,53,51,53,41
female,196,40,57,50,48
male,198,45,55,59,41
female,196,46,54,50,46
male,196,54,51,47,44
male,196,51,44,50,55
male,194,47,52,56,43
female,194,42,52,56,48
female,196,46,47,56,52
male,196,42,55,56,46
female,194,36,52,50,58
female,194,49,51,59,41
male,198,49,50,47,51
female,198,42,55,53,48
male,196,55,52,47,41
male,194,47,55,50,43
female,196,50,48,56,46
male,196,51,47,44,55
male,196,46,59,38,46
female,200,58,38,56,54
female,196,53,46,53,49
female,196,45,55,56,43
female,198,38,54,62,48
male,196,39,60,56,41
male,196,53,51,41,49
female,196,50,47,56,48
male,198,49,50,47,51
male,196,50,54,41,48
male,196,46,54,50,46
female,198,43,56,56,43
female,198,45,50,47,55
female,196,46,47,56,52
female,196,46,56,59,38
male,196,47,51,50,49
female,200,61,44,35,55
female,194,46,55,44,48
female,198,45,61,56,33
female,194,46,54,47,48
male,194,39,55,50,51
male,196,43,54,50,49
female,198,50,46,50,54
female,194,39,54,53,51
male,196,54,47,44,52
male,194,46,51,53,48
female,197,47,52,53,46
female,197,57,47,50,46
female,197,53,50,53,44
female,197,45,46,62,52
male,199,45,57,47,46
male,197,43,48,56,54
female,199,50,46,56,51
female,199,50,56,50,41
male,199,58,54,38,43
female,197,43,60,56,38
female,195,39,54,53,52
male,195,46,51,53,49
female,199,50,56,50,41
female,195,47,48,59,48
male,197,54,47,50,49
male,199,46,48,50,55
female,197,42,52,53,51
female,197,54,46,53,49
male,199,55,47,53,46
male,199,50,47,53,51
female,199,57,44,53,48
male,199,50,56,50,41
male,197,51,54,44,46
female,197,47,52,53,46
female,197,42,51,50,55
male,199,57,48,50,44
female,195,45,52,56,46
male,199,55,48,50,46
female,195,43,55,50,48
female,199,43,55,53,48
female,199,43,54,56,48
male,197,49,52,47,48
male,199,50,55,53,41
female,195,47,51,53,48
male,197,47,56,35,52
female,195,43,52,56,48
male,197,49,52,47,48
female,197,42,57,56,43
female,199,50,54,56,41
male,197,50,47,56,49
female,197,45,47,59,52
female,197,54,51,41,49
female,195,47,48,59,48
female,197,45,56,53,44
male,199,47,52,59,44
male,201,64,42,47,49
male,197,50,51,47,49
female,195,45,51,59,46
male,197,45,56,53,44
male,195,43,55,44,52
female,197,47,56,44,46
male,197,54,44,56,49
male,199,46,56,56,41
male,195,50,56,47,41
female,195,40,50,56,55
male,199,51,46,50,54
female,199,46,55,59,41
male,199,57,46,50,48
male,195,51,52,56,40
female,197,57,47,50,46
female,197,47,50,50,52
female,199,47,50,35,62
female,197,55,44,56,48
male,197,45,46,59,54
female,199,45,54,56,46
male,197,49,54,50,44
female,197,49,52,47,48
female,195,49,48,59,46
male,195,54,55,44,41
female,195,43,50,56,52
female,197,40,56,53,49
male,195,49,54,47,46
female,197,53,51,56,40
female,199,50,48,50,51
male,195,50,51,59,41
female,197,43,56,53,46
male,197,42,47,56,57
female,199,43,55,59,44
male,197,50,44,50,57
male,197,50,52,44,49
female,199,35,57,53,52
female,197,50,44,50,57
female,195,47,50,56,48
female,197,51,48,56,46
male,197,54,51,50,43
male,197,49,54,50,44
male,197,50,59,53,35
male,195,54,50,56,41
male,197,51,54,41,48
male,195,53,57,44,38
male,197,46,55,56,43
male,199,51,54,56,40
female,195,49,51,53,46
